document_id,clean_text,sentiment
269,russiawarcrimes amp abiyahmedalis 500daysoftigraygenocide must condemned level italymfa signing new economic deals pmethiopia blacklivesmatter stop making money genocidal dictator luigidimaio marinasereni httpstcor6vqiwdlq8,Positive
270,it say names gregory guns blacklivesmatter,Neutral
271,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
272,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
273,it roar magazine anton de tom surnames anticolonial leader peoples historian largely condemned obscurity life,Positive
274,arrest corps killed breonna taylor breonnataylor sayhername blacklivesmatter,Negative
275,refund eightmilepolice blacklivesmatter,Neutral
276,it marktsneed interesting development advance possible trailer coming film excited gorrthegodbutcher image,Positive
277,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
278,it suevisa 471927ku klux klan holds revival meeting alabama church throughout us history white churches played writ,Neutral
279,it ablackcrystal sexual girl faced abusive living condition facing threats losing home please help,Positive
280,it stryder22204 found deeply profound blacklivesmatter trayvonmartin,Positive
281,blacklivesmatter vidasnegrasimportam know looking gang members results httpstco1wuee8dfwr,Neutral
282,it brunoodero please whatever little guns highly help less fortunate 12050100 really h,Positive
283,gregory guns blacklivesmatter,Neutral
284,it kevingriff18 may 19 1918 mary turner pregnant lunched georgia publicly criticizing husbands lunching history america,Positive
285,tim button support blacklivesmatter cause never seen black character,Negative
286,it suevisa 471927ku klux klan holds revival meeting alabama church throughout us history white churches played writ,Neutral
287,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
288,hush money one woman proved system racism workplace kept job acquire arm httpstcoflhzjtel98 book read writingcommunity bookpromo bookplug booklover bookbuzz racialdiscrimination racism blacklivesmatter httpstcoy2grfiphku,Neutral
289,may 19 1918 mary turner pregnant lunched georgia publicly criticizing husbands lunching history americanhistory ulm blacklivesmatter georgia georgiahistory httpstcoz6xvo7yt6g,Positive
290,it brunoodero please whatever little guns highly help less fortunate 12050100 really h,Positive
291,please whatever little guns highly help less fortunate 12050100 really help lets donate get food amp clothes papal odhiamboalphonce75gmailcom mutualaid mutualaidrequest mutualfunds blacklivesmatter rtitbot,Positive
292,it suevisa 471927ku klux klan holds revival meeting alabama church throughout us history white churches played writ,Neutral
293,interesting development advance possible trailer coming film excited gorrthegodbutcher image wanted comic look is sundaythoughts sundaymotivation writingcommunity blacklivesmatter amwritingfiction kindnessmatters strongertogether resist httpstcoobyimavhe9,Positive
294,it tbasharks wed run 03 2020 orlando florida woman stopped police leaving protest police break car window watch http,Neutral
295,hereonearth7 yes johnandmattiesbabyboy skipper northside minnflavor blacklivesmatter prince,Neutral
296,wed run 03 2020 orlando florida woman stopped police leaving protest police break car window watch httpstcovc1m8vcyla orlandoflorida old blacklivesmatter ulm defundthepolice abolishthepolice,Positive
297,it 508gloryfelix theresistance blacklivesmatter votebluein2022 rage brother hoffman,Neutral
298,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
299,it thederrywan worldwide scandal there trying hide world releasethe4files belfast scandal weeks justicefornoah,Neutral
300,white guy approached freedom corner said gift evangelists invited church dont think wanted give compliment wants join flock in preacher would join flock peace blacklivesmatter,Positive
301,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
302,big education ape week newblackman exile ulm blacklivesmatter httpstco5dtqnkqlg1 httpstcozibkwn6ich,Neutral
303,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
304,it xannova blackscientist series driven doesn biology studies genet help regulate blood glycoprotein aims find better amp,Positive
305,it myblmtoken presage live httpstcogaoiqll2bo httpstco7ebhhtrtkk icon deadline april with icon price 0000,Positive
306,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
307,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
308,it thegr8illusion world premier song one sweet video gretathunberg corybooker thelittleidiot repadamschiff,Positive
309,blacklivesmatter event anyone needs reminder black lives always forever matter amen alllivesmatter crew lives can matter black lives matter httpstcosdpw93dpts,Negative
310,it thegr8illusion world premier song safe place video gretathunberg corybooker thelittleidiot repadamschiff,Positive
311,it xtrabiggg blacklivesmatter red guard nascent artist american culturalrevolution like sa chest has of,Neutral
312,it thegr8illusion bandcamp 399 7 songs help rock band progressive messages get billboard charts aims,Neutral
313,it thegr8illusion here amazing song video political corruption gretathunberg corybooker thelittleidiot repadamschiff,Positive
314,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
315,it thegr8illusion resistance title single amazing video gretathunberg corybooker thelittleidiot repadamschiff,Positive
316,it thegr8illusion here amazing song video political corruption gretathunberg corybooker thelittleidiot repadamschiff,Positive
317,it thegr8illusion bandcamp 399 7 songs help rock band progressive messages get billboard charts aims,Neutral
318,it a devcouncil breakthesilence illegal us sanction imposed good people eritrea 13 africa,Positive
319,it thegr8illusion world premier song safe place video gretathunberg corybooker thelittleidiot repadamschiff,Positive
320,it thegr8illusion resistance title single amazing video gretathunberg corybooker thelittleidiot repadamschiff,Positive
321,it a devcouncil breakthesilence illegal sanction pp zimbabwe join matinyarare calling end ill,Negative
322,it thegr8illusion resistance title single amazing video gretathunberg corybooker thelittleidiot repadamschiff,Positive
323,it thegr8illusion here amazing song video political corruption gretathunberg corybooker thelittleidiot repadamschiff,Positive
324,it bunghook mean something special hillside special feeling it folks oppress,Positive
325,it thegr8illusion bandcamp 399 7 songs help rock band progressive messages get billboard charts aims,Neutral
326,it thegr8illusion world premier song safe place video gretathunberg corybooker thelittleidiot repadamschiff,Positive
327,it thegr8illusion world premier song one sweet video gretathunberg corybooker thelittleidiot repadamschiff,Positive
328,it neojimcrowart black art means much special thanks revolutionary prisoner artist joedee lady weekend tone bag,Positive
329,it a devcouncil breakthesilence illegal sanction pp zimbabwe join matinyarare calling end ill,Negative
330,resistance title single amazing video gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstco0xsteqj2ys,Positive
331,it a devcouncil breakthesilence illegal us sanction imposed good people eritrea 13 africa,Positive
332,here amazing song video political corruption gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstco41xv2snibw,Positive
333,bandcamp 399 7 songs help rock band progressive messages get billboard charts aims pacific progressive lgbtq equality environmentalism feminist peaceandlove began ulm blacklivesmatter anti resist httpstcoubapp7wcmy,Neutral
334,world premier song safe place video gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstcovkfp2yidqx,Positive
335,it antiracismday join us week neuro antiracismday stall badges sticks anthracis materials solidarity allrefug,Neutral
336,world premier song one sweet video gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstcoyhdd0km9rs,Positive
337,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
338,black art means much special thanks revolutionary prisoner artist joedee lady weekend tone bag sale joedee blackhistorymonth blacklivesmatter adds na prison httpstcou8sdm1xoef,Positive
339,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
340,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
341,touching song education moving video gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstcoigosv2eleh,Positive
342,awesome video rock song let go striking views gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstcodfvolrakcp,Positive
343,sweet moving rock song side new video gretathunberg corybooker thelittleidiot repadamschiff arc aims animalrights progressive lgbtq equality environment feminist peacelove began ulm blacklivesmatter anti resist httpstcocsl0s15gov,Positive
344,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
345,elda1971 projectlincoln january th democrat planning carried known blacklivesmatter activist weird like stewartrhodes formed oathkeepers drama joebiteme first term hated communistleaning antiamerican radical islamic muslimupbringing,Negative
346,it tallycac today remember redeem render whose life cut short tallahassee police department killer cop last year april 8,Neutral
347,it reddlagoon nuts sale 0003 eh httpstcox1wqareh7s nftcommunity nftartist ukraine women 406 olosho,Neutral
348,it justgonnamake white privilege black blacklivesmatter whiteprivilege httpstcogmleu7n6vm,Negative
349,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
350,came conclusion studying lunching amp antilgbt violence httpstcob4fec8yxdp connections reverberate via mobilization blacklivesmatter shameless lies cut dont say gay bills antitrans measures amp antiabortion maneuvers httpstcot7im1bl61i,Positive
351,related httpstco6knex2vwj1 blacklivesmatter terrancecrutcher amirlocke endgunviolence whitesupremacyisterrorism mikebloomberg,Neutral
352,mitchell cusseaux changing lock homes door police arrived take mental health facility saytheirnames blacklivesmatter,Negative
353,blacklivesmatter rich,Positive
354,blessed dont need use religion politics cover useless amp corrupt politicians boldprogressive establishment integrity politics democratic party conservatives blacklivesmatter climateactionnow democracyunderthreat httpstcowxgsdxlgkc httpstcopep8vdfe3q,Negative
355,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
356,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
357,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
358,battle jones answered door let chicago police officers help upstairs neighbor called 911 resolve domestic dispute saytheirnames blacklivesmatter,Neutral
359,it imagesbyfresh demand police brutally stop excuses imagesbyfresh calling registers use origin,Negative
360,it roar magazine anton de tom surnames anticolonial leader peoples historian largely condemned obscurity life,Positive
361,it thelivesthatmtr say name willie demetrius james 20160602 blacklivesmatter,Neutral
362,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
363,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
364,say name willie demetrius james 20160602 blacklivesmatter,Neutral
365,it roar magazine anton de tom surnames anticolonial leader peoples historian largely condemned obscurity life,Positive
366,bullshit everyone deserves get type help need regardless race culture skin colour defundthepolice blacklivesmatter httpstcoqdtkcakdvp,Neutral
367,anton de tom surnames anticolonial leader peoples historian largely condemned obscurity life writings rediscovered 2020 blacklivesmatter uprisings works available english first time httpstcoswahsq3fhi,Positive
368,it oldmainbell king king king reinstate blacklivesmatter justiceforall,Neutral
369,howard human deathdate anniversary blacklivesmatter civilrights ulm spirituality readersofinstagram bookstagram tar preach sermon httpstcotmgtbnw6b6,Negative
370,it justgonnamake white privilege black blacklivesmatter whiteprivilege httpstcogmleu7n6vm,Negative
371,it justgonnamake white privilege black blacklivesmatter whiteprivilege httpstcogmleu7n6vm,Negative
372,king king king reinstate blacklivesmatter justiceforall,Neutral
373,white privilege black blacklivesmatter whiteprivilege httpstcogmleu7n6vm,Negative
374,it imagesbyfresh demand police brutally stop excuses imagesbyfresh calling registers use origin,Negative
375,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
376,justintrudeau commitment lives millions gray face death due imposed starvation support contingent skin colour geographical location blacklivesmatter africanlivesmatter tigraygenocide,Negative
377,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada play dough joe anyone make play dough easy cook recipe sea lemon httpstco0ilax5qxtc via couture,Positive
378,hill2727 musical ipseity freddiefan75 jewsbury333 peter c happen kelliesalome okay sweet post black lives matter without explanation change big facebook add blacklivesmatter ulm report back family friends reaction,Positive
379,it thederrywan worldwide scandal there trying hide world releasethe4files belfast scandal weeks justicefornoah,Neutral
380,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
381,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
382,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
383,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
384,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
385,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada cheap plastic joe widen ticket really need can find one,Positive
386,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
387,reason many white people refuse acknowledge fact white privilege exists want maintain white privilege whiteprivilege blacklivesmatter endwhiteness,Positive
388,it thee leg shit could demanded height blacklivesmatter movementliterally anythingand mrs request,Negative
389,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
390,it mrhoneyedwayz blacklivesmatter becomes evil corporation clinton foundation operative lawyers,Negative
391,it eugoregonizers hoped congress would protect votingrights that whole helluvalot us fought hard election2020 to,Negative
392,it jurisdiction 1 peter seeker amp bruce springsteen land land real us protests2020 georgefloyd justice,Positive
393,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
394,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada everyone needs copper joe widen pocket remind every time see great made america,Positive
395,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
396,it image hair 0396 earth would write something like feel bad racism tolerated like blacklives,Negative
397,it blacklivesbot blacklivesmatter right,Positive
398,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
399,it eckhardsson thecolorpurple porch finally apologize publicly mrs katherine jackson blacklivesmatter httpstco,Neutral
400,blacklivesmatter yellow lives dont standwithshanghai httpstco17krqjhezu,Neutral
401,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
402,ahead artery blacklivesmatter,Neutral
403,it hair 0396 image in absolutely bless racism behaviour clearly dont stand blacklivesmatter,Positive
404,it melmeldc berniceking pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting,Neutral
405,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
406,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
407,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
408,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
409,jeremiahtvance indivisibletx24 thanks standing christian nationalists southlake gatewayslk using racism destroy public schools democracy happening itnisnthe go strategy must unite common good blacklivesmatter southlakearc southlake4all httpstcoia9etptids,Positive
410,berniceking pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
411,image in absolutely bless racism behaviour clearly dont stand blacklivesmatter,Positive
412,it eckhardsson thecolorpurple porch finally apologize publicly mrs katherine jackson blacklivesmatter,Neutral
413,blacklivesmatter right,Positive
414,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
415,hair 0396 earth would write something like feel bad racism tolerated like blacklivesmatter,Negative
416,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
417,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
418,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
419,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
420,it eugoregonizers hoped congress would protect votingrights that whole helluvalot us fought hard election2020 to,Negative
421,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
422,it thederrywan worldwide scandal there trying hide world releasethe4files belfast scandal weeks justicefornoah,Neutral
423,it blanchardkate loyal came united states family seven years ago fleeing violence democratic republic cong,Positive
424,fro may 29 2020 new york city new york police drive man hit car door watch httpstcoh2im3rf8zr city network citynew york nycpd blacklivesmatter ulm defundthepolice abolishthepolice,Positive
425,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
426,majic945 drsharisse please come texas jam health fairblacklivesmatter implicitbias strokeawareness fibroidawareness free health screening blood drive bone marrow registration sat june 18 dew merritt irving 410linedancers httpstcontx6ruwn25,Positive
427,it august maids now blew dont anything plug say blacklivesmatter transrightsarehumanrights st,Neutral
428,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
429,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
430,it brunoodero nothing brings joy see kiss smile need support keep smile face lively let,Positive
431,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
432,truly disgusting bunch mentioned article made comments jokes violent crimes also stood let happen blacklivesmatter ulm,Negative
433,nothing brings joy see kiss smile need support keep smile face lively lets donate help ply papal odhiamboalphonce75gmailcom mutualaid mutualaidrequest mutualfunds blacklivesmatter rtitbot httpstcoump2bikgud,Positive
434,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
435,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
436,thejerryjones drsharisse please come texas jam health fairblacklivesmatter implicitbias strokeawareness fibroids free health screening blood drive bone marrow registration sat june 18 dew merritt irving 410linedancers httpstco5zyx0rr19g,Positive
437,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
438,it coopmike48 big education ape week newblackman exile ulm blacklivesmatter httpstcomh8rdjlawf httpstcofufd,Neutral
439,laurawbush drsharisse please come texas jam health fairblacklivesmatter implicitbias strokeawareness fibroids free health screening blood drive bone marrow registration sat june 18 dew merritt irving 410linedancers httpstcoeysso38b4x,Positive
440,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
441,worldwide scandal there trying hide world releasethe4files belfast scandal weeks justicefornoahdonohoe blacklivesmatter httpstcos0cq039xgr httpstcoxqydbw2fkq,Neutral
442,it drsharisse willienelson drsharisse please come texas jam health fairblacklivesmatter implicitbias strokeawarenes,Neutral
443,thrill pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
444,it magdabotho boycottnestle ill share another lip son tikhon read care share in,Negative
445,academy bank smith scars 10 years mentalhealth therapy weakness psychology welfare mentalillness ulm blacklivesmatter minority psychotherapy psychology mentalhealthservices httpstconc40iyvqh1,Neutral
446,berniceking spelmancollege pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
447,it michaelinberlin ghosts full length k 43 master michael jackson 1996 unofficial release label couture http,Positive
448,it magdabotho boycottnestle ill share another lip son tikhon read care share in,Negative
449,willienelson drsharisse please come texas jam health fairblacklivesmatter implicitbias strokeawareness fibroids free health screening blood drive bone marrow registration sat june 18 dew merritt irving httpstcoa21fypwfu4,Positive
450,it gave patrick loyal 26 year old young man democratic republic cong congolese shot back head,Positive
451,boycottnestle ill share another lip son tikhon read care share in done humanrights blacklivesmatter environment codeheroes codehero gentle suck httpstco1wf9ynl7m4,Negative
452,it blackgeorgetown join us april 16 am reading names emancipated 160 years ago wash do leading way,Neutral
453,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
454,lot black immigrant men headline related killing see hardware degrees mistaken aorta chile blacklivesmatter org httpstcoblduheorxm,Negative
455,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
456,emmittsmith22 drsharisse please come texas jam health fairblacklivesmatter implicitbias strokeawareness fibroids free health screening blood drive bone marrow registration sat june 18 dew merritt irving httpstconuxymn83dv,Positive
457,it blackgeorgetown join us april 16 am reading names emancipated 160 years ago wash do leading way,Neutral
458,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
459,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
460,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
461,it mrhoneyedwayz officially longer supporting blacklivesmatter,Positive
462,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
463,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
464,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
465,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
466,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
467,it nikolashvili16 first item gone thin gurielis collection price 00025 eh see social project http,Negative
468,bbcworld lfoxnewssunday pm imrankhan lets murdochguttermedia foxes amp borisjohnsonout london msnbc nbcnews cab johnsonout77 blacklivesmatter disinformation johnsonout75 ottawa httpstco5ydsplzpc7,Neutral
469,swish please come texas jam health fair sat june 18 blacklivesmatter strokeawareness implicitbias fightingfibroids free health screening blood drive bone marrow registration dew merritt irving httpstcoma4ezga0cj,Positive
470,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
471,it liyaayenew proposed hr6600 sanction cuts ethiopia global financial system creating hindrance ethiopian economy,Neutral
472,it psychedelicraig let us forget racism gem neo fascists long racism pretty much nonissue america,Positive
473,it reneeaclay white silence equals white consent blacklivesmatter freshvoicesrise httpstcoewllp5g5mg,Neutral
474,antifatalism like supporting shitlib accounts blacklivesmatter even neonazi flag next idolized racism warmonger widen ugh,Positive
475,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
476,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
477,madgeneus2 samscot91366098 1984 grew question racism brings racism blacklivesmatter,Neutral
478,check whuttv free finding roots speak peak httpstcopfezhewdea eventbrite blacktwitter blacklivesmatter nftcommumity pus,Positive
479,theresistance blacklivesmatter votebluein2022 rage brother hoffman httpstcojqetklbtdf,Neutral
480,it psychedelicraig either can host chriswallace doesn know history thinks nhannahjones shouldn discuss american great,Positive
481,it npsgirl museum reclaimed urban space morusnyc come open today sunday pm 155 ave c ny blacklivesmatter he,Neutral
482,it michaelinberlin ghosts full length k 43 master michael jackson 1996 unofficial release label couture http,Positive
483,ghosts full length k 43 master michael jackson 1996 unofficial release label couture httpstcowci7pfludp fridaysforfuture berlin cinemastrikesback influence not too forafuturedancefloor covid19 blacklivesmatter california endears httpstcoqfaddwiqbs,Positive
484,listen man stop play victim black life actually matter ulm blacklivesmatter blacktwitter black httpstcoyaziwafwiw,Negative
485,it michaelintokio thrilled full length michael jackson song 4 named album 1982 epic records couture httpstcog,Positive
486,it mazichidozie1 must continue pray beloved leader mazinnamdikanu kidnapped since june last year still suffer,Positive
487,it psychedelicraig thanks alivelshi segment blackhistory psychedelic culture amp music letter chambers chamber,Positive
488,it ricksydney alaska pupil culture wtpblue demvoice1 americans one freshresists freshvoicesrise dems4usa democrats r,Neutral
489,coming neocolonial africa nightmare long africa remembers breakthesilence more rejects3199 cancelhr6600 blacklivesmatter httpstcohbjgbwgpix,Positive
490,it phrase blacklivesmatter blackvoicesmatter blackchildrenmatter join movement make sure needs voices children e,Positive
491,it oldmainbell king king reinstate blacklivesmatter justiceforall,Neutral
492,it toiletguru confederate general robert e lee addressed proslavery army last time old 1865 day confederates,Positive
493,it phrase blacklivesmatter blackvoicesmatter blackchildrenmatter join movement make sure needs voices children e,Positive
494,it toiletguru confederate general robert e lee addressed proslavery army last time old 1865 day confederates,Positive
495,it npsgirl museum reclaimed urban space morusnyc come open today sunday pm 155 ave c ny blacklivesmatter he,Neutral
496,it babalonhorror poor peoples campaign palm sunday service httpstcoafp2tjnqpy via couture poorpeoplescampaign blacklivesmatt,Negative
497,it amyshaubmaddox touching words delivered rare humanity congress justiceketanji representationmatters blacklivesmatter black,Positive
498,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
499,king king reinstate blacklivesmatter justiceforall,Neutral
500,confederate general robert e lee addressed proslavery army last time old 1865 day confederatesurrenderday httpstcohn926u1spb travel history blacklivesmatter,Positive
501,blacklivesmatter blackvoicesmatter blackchildrenmatter join movement make sure needs voices children especially black children matter phoenix arizona httpstcof4ntq60hzr joinnow aboutthework connectandgrow bethechange phoenixabse phrase httpstcodufdiraqlq,Positive
502,it ricksydney alaska pupil culture wtpblue demvoice1 americans one freshresists freshvoicesrise dems4usa democrats r,Neutral
503,it psychedelicraig thanks alivelshi segment blackhistory psychedelic culture amp music letter chambers chamber,Positive
504,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
505,museum reclaimed urban space morusnyc come open today sunday pm 155 ave c ny blacklivesmatter httpstcoigqj3kawk8,Neutral
506,it psychedelicraig either can host chriswallace doesn know history thinks nhannahjones shouldn discuss american great,Positive
507,it bee papa amber heard friend ram dressed cop blacklivesmatter crisis take instagram photo justicefor,Neutral
508,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
509,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
510,it 5iiozuztr4kwbvy eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people,Negative
511,poor peoples campaign palm sunday service httpstcoafp2tjnqpy via couture poorpeoplescampaign blacklivesmatter westvirginia coalbaronblockade,Negative
512,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
513,it amyshaubmaddox touching words delivered rare humanity congress justiceketanji representationmatters blacklivesmatter black,Positive
514,touching words delivered rare humanity congress justiceketanji representationmatters blacklivesmatter blackwomenaresupreme,Positive
515,it medhnarayi blackhistorymonth turkey ran use amp china using black people modernday target practice testing,Negative
516,bee papa that tucked blacklivesmatter,Neutral
517,it soulsurvivor60 georgefloyd blacklivesmatter charge showed world american propaganda imparts world mind n,Negative
518,it pocgamer nothing like talking shit nuts lose followers record nuts trash blacklivesmatter stop,Negative
519,it marktsneed look fact hip hop attack hip hop black people latin people pe,Negative
520,it tesfaye123456 growing body research shows economic sanction dire consequences human populations sanction cause,Positive
521,thrill pots up speakerpelosi theblackcaucus repair damages country inflicted still conflicting upon black people centuries give us owe reparations justice peace blacklivesmatter,Negative
522,sexual girl faced abusive living condition facing threats losing home please help escape abuses afford housing httpstcogie5na6mbm mutualaidrequest blacklivesmatter lgbtq,Positive
523,repmalinowski illadvised sanction bill drive ethiopia hands china limiting trade friendly nations cancelhr6600 blacklivesmatter more teampelosi,Positive
524,it veedusm pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose,Neutral
525,it lupusgangsta remember take time today selfcaresunday cannabisadvocate the disability,Neutral
526,sanction blunt ineffective policy tools impose insufficient costs target governments disproportionate ones vulnerable populations according scholars urge us got cancelhr6600 blacklivesmatter more,Neutral
527,remember take time today selfcaresunday cannabisadvocate the disabilityawareness disabledandcute mentalhealth inkedbohemianfreespirit stargazer believermagick fknwarriorqueengoddess adaadvocate cure blacklivesmatter but httpstcofsqx6ccyp8,Neutral
528,pots scouts go duc foxes can anti blacklivesmatter pontifex copelandnetwork un naso was nose california mexico canada in gardener man candle stick maker butcher baker,Neutral
529,it eslemanabayy join matinyarare calling breakthesilence end illegal us sanction people zimbabwe of,Negative
530,it marktsneed look fact hip hop attack hip hop black people latin people pe,Negative
531,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
532,it a devcouncil breakthesilence illegal sanction pp zimbabwe join matinyarare calling end ill,Negative
533,it theleoterrell black lives matter got caught buying expensive homes claiming racism blacklivesmatter racism organs,Negative
